trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
843,False,"{'a': 0.5, 'e': 0.053846634982001075}",25,14,20.154654995377573,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,False,"{'a': 0.5, 'e': 0.05366033977735962}",30,19,23.508728513907773,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,False,"{'a': 0.5, 'e': 0.05347468910516265}",25,9,27.866078939547236,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,False,"{'a': 0.5, 'e': 0.05328968073549728}",35,6,18.710801081707984,"{0: 27, 1: 0, 2: 1, 3: 1, 4: 0}",1
847,False,"{'a': 0.5, 'e': 0.05310531244616563}",30,17,27.02581218906083,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,False,"{'a': 0.5, 'e': 0.05292158202265794}",25,17,2.570818644346846,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
849,False,"{'a': 0.5, 'e': 0.05273848725812611}",20,15,8.878923477222443,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.5, 'e': 0.052556025953357156}",30,8,40.378805673034975,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,False,"{'a': 0.5, 'e': 0.05237419591674679}",20,8,24.187826885577408,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.5, 'e': 0.05219299496427309}",20,0,28.581592216347307,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.5, 'e': 0.052012420919470295}",30,12,23.20544579179603,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
854,False,"{'a': 0.5, 'e': 0.05183247161340259}",20,11,5.066344370229213,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
855,False,"{'a': 0.5, 'e': 0.05165314488463822}",25,19,12.828024083186369,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,False,"{'a': 0.5, 'e': 0.05147443857922331}",20,13,12.73135289673001,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,False,"{'a': 0.5, 'e': 0.05129635055065614}",20,10,20.416349074940232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,False,"{'a': 0.5, 'e': 0.05111887865986132}",20,14,11.07863078259733,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,False,"{'a': 0.5, 'e': 0.05094202077516409}",25,9,8.557168642556942,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
860,False,"{'a': 0.5, 'e': 0.050765774772264724}",30,8,39.34109642912452,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.5, 'e': 0.050590138534213035}",20,11,-25.109112501547703,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
862,False,"{'a': 0.5, 'e': 0.050415109951382875}",20,11,16.94737982215154,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,False,"{'a': 0.5, 'e': 0.05024068692144695}",25,13,25.035533332104745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.5, 'e': 0.05006686734935137}",20,9,20.982849694899244,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.5, 'e': 0.049893649147290615}",25,11,26.475908933625327,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.5, 'e': 0.04972103023468241}",25,14,16.513129755403916,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.5, 'e': 0.04954900853814278}",30,12,36.927501751445675,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,False,"{'a': 0.5, 'e': 0.04937758199146108}",25,8,-10.213661253407238,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
869,False,"{'a': 0.5, 'e': 0.04920674853557522}",20,14,12.39390909972131,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,False,"{'a': 0.5, 'e': 0.0490365061185469}",30,17,25.252405316606904,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,False,"{'a': 0.5, 'e': 0.04886685269553708}",20,8,20.21942961797348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.5, 'e': 0.04869778622878123}",20,15,-33.87552342204484,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
873,False,"{'a': 0.5, 'e': 0.04852930468756497}",25,7,34.71595203869193,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,False,"{'a': 0.5, 'e': 0.04836140604819968}",20,10,17.20466239682702,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,False,"{'a': 0.5, 'e': 0.04819408829399815}",30,11,20.587777356148678,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
876,False,"{'a': 0.5, 'e': 0.04802734941525039}",25,14,22.998382479850434,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.5, 'e': 0.04786118740919947}",20,14,13.597424855509342,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,False,"{'a': 0.5, 'e': 0.047695600280017486}",20,13,13.78419728960608,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,False,"{'a': 0.5, 'e': 0.047530586038781526}",20,2,6.67707907614678,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
880,False,"{'a': 0.5, 'e': 0.04736614270344993}",25,12,27.444872131397304,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,False,"{'a': 0.5, 'e': 0.047202268298838286}",30,8,29.311327691317693,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
882,False,"{'a': 0.5, 'e': 0.04703896085659585}",20,5,-17.213246956938175,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
883,False,"{'a': 0.5, 'e': 0.04687621841518182}",35,20,26.357961418728177,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.5, 'e': 0.04671403901984183}",20,6,-13.187093400130948,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
885,False,"{'a': 0.5, 'e': 0.046552420722584455}",35,13,42.58057253456844,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,False,"{'a': 0.5, 'e': 0.04639136158215779}",20,9,7.118456678427339,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
887,False,"{'a': 0.5, 'e': 0.04623085966402615}",20,10,17.910507954064634,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,False,"{'a': 0.5, 'e': 0.0460709130403469}",20,11,16.523968537487217,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,False,"{'a': 0.5, 'e': 0.04591151978994715}",30,12,20.764681553430236,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
890,False,"{'a': 0.5, 'e': 0.04575267799830079}",20,14,10.05002087270941,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.5, 'e': 0.045594385757505476}",25,8,29.891830085759086,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,False,"{'a': 0.5, 'e': 0.04543664116625971}",20,2,22.635199498441484,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
893,False,"{'a': 0.5, 'e': 0.04527944232983997}",30,19,23.937310206610647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,False,"{'a': 0.5, 'e': 0.045122787360078014}",20,13,13.8259287050549,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,False,"{'a': 0.5, 'e': 0.044966674375338106}",25,12,9.61184522021869,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
896,False,"{'a': 0.5, 'e': 0.04481110150049459}",30,17,23.818407989948604,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.5, 'e': 0.04465606686690915}",25,15,-22.514665381034813,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
898,False,"{'a': 0.5, 'e': 0.04450156861240848}",25,0,40.430732370096166,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
899,False,"{'a': 0.5, 'e': 0.04434760488126195}",20,8,23.413009190404303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,False,"{'a': 0.5, 'e': 0.04419417382415922}",20,12,13.364237078748637,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.5, 'e': 0.04404127359818811}",25,15,20.087475170185826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,False,"{'a': 0.5, 'e': 0.04388890236681242}",20,13,13.784849239974765,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.5, 'e': 0.04373705829984988}",20,15,8.996988378127696,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,False,"{'a': 0.5, 'e': 0.043585739573450154}",20,2,27.097779821222034,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,False,"{'a': 0.5, 'e': 0.043434944370073024}",30,14,20.32749964510565,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
906,False,"{'a': 0.5, 'e': 0.04328467087846639}",20,6,-16.510891530171115,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
907,False,"{'a': 0.5, 'e': 0.04313491729364466}",20,8,25.545207332988685,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.5, 'e': 0.04298568181686699}",25,7,29.21312180492582,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,False,"{'a': 0.5, 'e': 0.042836962655615735}",25,11,24.850705610345084,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,False,"{'a': 0.5, 'e': 0.042688758023574865}",20,8,-21.702944481735273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
911,False,"{'a': 0.5, 'e': 0.04254106614060855}",20,10,16.516956475853863,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,False,"{'a': 0.5, 'e': 0.04239388523273973}",25,9,29.40030883703744,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,False,"{'a': 0.5, 'e': 0.04224721353212892}",20,14,10.651483542620904,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,False,"{'a': 0.5, 'e': 0.04210104927705281}",25,18,16.944631201305338,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,False,"{'a': 0.5, 'e': 0.04195539071188323}",20,14,11.840132685316835,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,False,"{'a': 0.5, 'e': 0.041810236087066}",20,14,8.270323993805818,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,False,"{'a': 0.5, 'e': 0.04166558365909996}",20,14,10.92644132321735,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,False,"{'a': 0.5, 'e': 0.04152143169051599}",20,15,8.99262803624619,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,False,"{'a': 0.5, 'e': 0.04137777844985617}",20,14,9.490439831148034,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,False,"{'a': 0.5, 'e': 0.04123462221165293}",35,24,9.892188170014888,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
921,False,"{'a': 0.5, 'e': 0.04109196125640845}",30,18,19.93174663443815,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,False,"{'a': 0.5, 'e': 0.04094979387057384}",20,12,14.598326652858114,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,False,"{'a': 0.5, 'e': 0.04080811834652867}",25,17,16.572433648971195,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.5, 'e': 0.04066693298256042}",20,0,32.184583434193115,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
925,False,"{'a': 0.5, 'e': 0.04052623608284405}",25,18,11.317672465083843,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
926,False,"{'a': 0.5, 'e': 0.040386025957421634}",30,14,32.85390899365995,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.5, 'e': 0.04024630092218205}",30,13,-13.118383576961133,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
928,False,"{'a': 0.5, 'e': 0.040107059298840765}",25,17,16.278353322022216,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,False,"{'a': 0.5, 'e': 0.03996829941491963}",20,7,23.440142940883362,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,False,"{'a': 0.5, 'e': 0.03983001960372693}",30,17,-19.032682775710086,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
931,False,"{'a': 0.5, 'e': 0.03969221820433717}",25,13,21.59514516762137,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,False,"{'a': 0.5, 'e': 0.03955489356157124}",20,5,28.26022811718066,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,False,"{'a': 0.5, 'e': 0.03941804402597655}",25,15,18.661397414301792,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,False,"{'a': 0.5, 'e': 0.03928166795380714}",25,7,31.280215739117402,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,False,"{'a': 0.5, 'e': 0.039145763707004004}",20,12,17.880311677042783,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,False,"{'a': 0.5, 'e': 0.03901032965317538}",25,19,10.943926046520573,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,False,"{'a': 0.5, 'e': 0.03887536416557714}",20,8,25.31174714008734,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,False,"{'a': 0.5, 'e': 0.03874086562309332}",20,11,21.97927347744195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.5, 'e': 0.03860683241021653}",20,10,19.38887985988257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,False,"{'a': 0.5, 'e': 0.03847326291702863}",35,20,31.69055894684782,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,False,"{'a': 0.5, 'e': 0.038340155539181374}",25,17,14.774973385329382,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.5, 'e': 0.038207508677877144}",20,8,-0.6518955384054186,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
943,False,"{'a': 0.5, 'e': 0.03807532073984973}",20,11,7.187120474457363,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
944,False,"{'a': 0.5, 'e': 0.03794359013734522}",25,7,31.22536247219255,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,False,"{'a': 0.5, 'e': 0.03781231528810288}",30,10,35.89864454959867,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,False,"{'a': 0.5, 'e': 0.03768149461533625}",25,14,22.462999748037944,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,False,"{'a': 0.5, 'e': 0.03755112654771408}",20,10,8.725127967571808,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
948,False,"{'a': 0.5, 'e': 0.03742120951934152}",25,15,21.830185349286257,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,False,"{'a': 0.5, 'e': 0.037291741969741304}",20,7,4.154624981645241,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
950,False,"{'a': 0.5, 'e': 0.03716272234383503}",30,4,43.97647823387825,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,False,"{'a': 0.5, 'e': 0.03703414909192444}",25,17,15.408572792297415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,False,"{'a': 0.5, 'e': 0.03690602066967283}",30,7,38.862046332490465,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,False,"{'a': 0.5, 'e': 0.03677833553808649}",20,9,22.601405533055576,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,False,"{'a': 0.5, 'e': 0.0366510921634962}",30,13,31.969588103346762,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,False,"{'a': 0.5, 'e': 0.036524289017538916}",20,9,8.212237158693735,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
956,False,"{'a': 0.5, 'e': 0.03639792457713924}",20,9,25.260778985201526,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,False,"{'a': 0.5, 'e': 0.03627199732449125}",25,11,-1.8487733859279407,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
958,False,"{'a': 0.5, 'e': 0.03614650574704023}",20,0,28.5555172688584,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,False,"{'a': 0.5, 'e': 0.03602144833746451}",20,2,27.365717712432374,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,False,"{'a': 0.5, 'e': 0.03589682359365735}",20,13,14.672752536515265,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,False,"{'a': 0.5, 'e': 0.0357726300187089}",35,21,28.65675072227765,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,False,"{'a': 0.5, 'e': 0.035648866120888224}",20,6,23.82971828594864,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
963,False,"{'a': 0.5, 'e': 0.03552553041362543}",20,3,28.03202644230229,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
964,False,"{'a': 0.5, 'e': 0.0354026214154937}",20,3,29.52805677630624,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
965,False,"{'a': 0.5, 'e': 0.0352801376501916}",35,13,34.18671592007076,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
966,False,"{'a': 0.5, 'e': 0.035158077646525294}",25,11,27.915695251949543,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.5, 'e': 0.0350364399383909}",20,12,6.339837496012338,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
968,False,"{'a': 0.5, 'e': 0.034915223064756876}",20,8,19.787476500423228,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
969,False,"{'a': 0.5, 'e': 0.03479442556964645}",20,11,13.93124490916972,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
970,False,"{'a': 0.5, 'e': 0.034674046002120144}",30,19,20.643491894039137,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
971,False,"{'a': 0.5, 'e': 0.03455408291625839}",30,16,-14.116771797269443,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
972,False,"{'a': 0.5, 'e': 0.034434534871144076}",25,15,19.073126018047965,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
973,False,"{'a': 0.5, 'e': 0.0343154004308453}",20,8,5.461094116170122,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
974,False,"{'a': 0.5, 'e': 0.03419667816439811}",30,6,45.04977059004892,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
975,False,"{'a': 0.5, 'e': 0.0340783666457893}",25,7,31.314229294194703,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
976,False,"{'a': 0.5, 'e': 0.03396046445393932}",20,6,26.748344020455654,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
977,False,"{'a': 0.5, 'e': 0.03384297017268515}",20,8,21.01036915026281,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
978,False,"{'a': 0.5, 'e': 0.03372588239076336}",20,5,28.28679709559342,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.5, 'e': 0.03360919970179306}",25,11,19.084662091305898,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
980,False,"{'a': 0.5, 'e': 0.03349292070425915}",25,13,21.737619342809598,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
981,False,"{'a': 0.5, 'e': 0.033377044001495354}",25,11,29.771535375362774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
982,False,"{'a': 0.5, 'e': 0.033261568201667494}",25,15,17.516788744272773,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
983,False,"{'a': 0.5, 'e': 0.03314649191775678}",25,15,15.98351890750127,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
984,False,"{'a': 0.5, 'e': 0.03303181376754314}",20,15,8.658673104556216,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
985,False,"{'a': 0.5, 'e': 0.032917532373588625}",20,13,-8.916807536640974,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
986,False,"{'a': 0.5, 'e': 0.03280364636322086}",35,18,28.68056301440981,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
987,False,"{'a': 0.5, 'e': 0.03269015436851653}",20,8,20.12835106955911,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
988,False,"{'a': 0.5, 'e': 0.03257705502628504}",25,8,34.204302545117386,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.5, 'e': 0.032464346978052006}",25,16,19.138846653788917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
990,False,"{'a': 0.5, 'e': 0.03235202887004304}",25,12,22.38645452637598,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
991,False,"{'a': 0.5, 'e': 0.03224009935316746}",25,16,16.923586403364194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
992,False,"{'a': 0.5, 'e': 0.03212855708300208}",20,6,18.872442562864684,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.5, 'e': 0.03201740071977505}",20,10,19.850795769790068,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.5, 'e': 0.03190662892834979}",25,17,16.36165041159617,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
995,False,"{'a': 0.5, 'e': 0.03179624037820894}",20,0,30.79410609411646,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
996,False,"{'a': 0.5, 'e': 0.0316862337434384}",20,13,12.84361113706566,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
997,False,"{'a': 0.5, 'e': 0.03157660770271136}",20,4,33.18940138418807,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.5, 'e': 0.03146736093927246}",25,15,16.412423890688103,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
999,False,"{'a': 0.5, 'e': 0.031358492140921956}",25,13,17.191133711574185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1000,False,"{'a': 0.5, 'e': 0.03125}",25,10,26.251429580651216,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1001,False,"{'a': 0.5, 'e': 0.03114188321337087}",20,9,21.189546815998398,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1002,False,"{'a': 0.5, 'e': 0.031034140482407376}",20,10,22.035311986343153,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.5, 'e': 0.030926770512975224}",25,20,10.32343135204231,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1004,False,"{'a': 0.5, 'e': 0.030819772015417465}",25,14,18.315405608191107,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1005,False,"{'a': 0.5, 'e': 0.03071314370453909}",25,11,22.48664780273618,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.5, 'e': 0.03060688429959146}",25,11,29.025196902267822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1007,False,"{'a': 0.5, 'e': 0.030500992524257017}",30,11,37.117098576601705,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1008,False,"{'a': 0.5, 'e': 0.030395467106633923}",25,3,35.992902139984274,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1009,False,"{'a': 0.5, 'e': 0.03029030677922078}",20,13,13.914686413270848,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1010,False,"{'a': 0.5, 'e': 0.03018551027890143}",20,0,9.436507524994196,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1011,False,"{'a': 0.5, 'e': 0.030081076346929737}",25,12,23.774535595797765,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.5, 'e': 0.0299770037289145}",20,9,21.380390791088285,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1013,False,"{'a': 0.5, 'e': 0.029873291174804435}",35,15,37.28065590875804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1014,False,"{'a': 0.5, 'e': 0.02976993743887304}",20,12,14.497685831543215,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1015,False,"{'a': 0.5, 'e': 0.02966694127970372}",25,17,17.451127240949692,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1016,False,"{'a': 0.5, 'e': 0.02956430146017487}",25,12,23.345254066009463,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1017,False,"{'a': 0.5, 'e': 0.029462016747444985}",20,10,16.475555226306952,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1018,False,"{'a': 0.5, 'e': 0.029360085912937872}",20,11,19.022282208363446,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1019,False,"{'a': 0.5, 'e': 0.02925850773232789}",25,13,22.23190539656698,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.5, 'e': 0.02915728098552522}",30,10,34.40953193509518,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1021,False,"{'a': 0.5, 'e': 0.0290564044566613}",25,20,11.576848499504779,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1022,False,"{'a': 0.5, 'e': 0.028955876934074084}",30,4,48.07895310513106,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
1023,False,"{'a': 0.5, 'e': 0.028855697210293584}",35,13,39.93543198216153,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1024,False,"{'a': 0.5, 'e': 0.028755864082027346}",20,12,16.660018349946675,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1025,False,"{'a': 0.5, 'e': 0.028656376350145975}",20,11,17.28875480614841,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1026,False,"{'a': 0.5, 'e': 0.02855723281966877}",20,8,20.983511827080267,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1027,False,"{'a': 0.5, 'e': 0.028458432299749332}",30,19,19.68510655436159,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
